workplace_size,importance_of_talent,need_to_prove_oneself_to_be_respected,contributions_valued_by_supervisor,contributions_valued_by_co-workers,working_harder_gets_oneself_ahead_at_workplace,majority_ethnicity_at_workplace,REGION,INCOME,STEM_PROFESSION,GENDER,ETHNICITY,ETHNICITY_GROUPED,RACE,RACE_GROUPED,respected_without_needing_to_prove_oneself
>= 1000,somewhat important,3.0,not too much,some,helps,mixed ethnicity,South,"30,000-49,999",no,female,White,White,White,White,some of the time
100-499,not too important,4.0,a lot,a lot,no difference,mixed ethnicity,Midwest,"75,000-99,999",no,male,White,White,White,White,all the time
>= 1000,very important,4.0,not at all,not at all,no difference,different than mine,West,"50,000-74,999",no,male,Asian,Non-White,Asian,Non-White,all the time
>= 1000,not too important,3.0,not at all,not too much,helps,mixed ethnicity,West,">=100,000",yes,female,Black,Non-White,Black,Non-White,some of the time
100-499,not too important,3.0,some,some,no difference,same as mine,Midwest,"75,000-99,999",yes,male,White,White,White,White,some of the time
500-999,very important,2.0,some,some,helps,mixed ethnicity,South,"75,000-99,999",no,male,White,White,White,White,not too often
500-999,somewhat important,2.0,a lot,a lot,no difference,same as mine,Midwest,">=100,000",yes,female,White,White,White,White,not too often
25-49,very important,4.0,a lot,a lot,helps,same as mine,West,">=100,000",no,female,Hispanic,Non-White,White,White,all the time
100-499,somewhat important,4.0,some,some,no difference,same as mine,South,"<30,000",yes,male,White,White,White,White,all the time
>= 1000,somewhat important,3.0,some,not too much,helps,mixed ethnicity,Northeast,">=100,000",no,female,White,White,White,White,some of the time
500-999,somewhat important,1.0,a lot,some,helps,same as mine,Midwest,"75,000-99,999",no,male,White,White,White,White,never
100-499,somewhat important,2.0,a lot,a lot,helps,different than mine,South,">=100,000",no,female,White,White,White,White,not too often
>= 1000,very important,3.0,a lot,a lot,helps,same as mine,South,">=100,000",yes,female,White,White,White,White,some of the time
100-499,not important,4.0,a lot,a lot,no difference,mixed ethnicity,South,"30,000-49,999",no,male,White,White,White,White,all the time
500-999,not too important,1.0,not too much,a lot,no difference,mixed ethnicity,Northeast,">=100,000",no,female,White,White,White,White,never
>= 1000,somewhat important,3.0,some,some,no difference,same as mine,Northeast,">=100,000",yes,male,White,White,White,White,some of the time
500-999,very important,3.0,a lot,a lot,helps,mixed ethnicity,Midwest,"30,000-49,999",no,female,Black,Non-White,Black,Non-White,some of the time
10-24,very important,3.0,a lot,a lot,hurts,same as mine,South,"<30,000",no,male,Hispanic,Non-White,White,White,some of the time
>= 1000,not too important,1.0,a lot,a lot,helps,mixed ethnicity,West,"<30,000",yes,male,White,White,White,White,never
50-99,somewhat important,1.0,a lot,a lot,no difference,mixed ethnicity,Northeast,">=100,000",yes,male,White,White,White,White,never
50-99,very important,3.0,some,some,helps,mixed ethnicity,Northeast,"75,000-99,999",no,female,White,White,White,White,some of the time
>= 1000,somewhat important,2.0,a lot,a lot,no difference,same as mine,Northeast,">=100,000",yes,male,White,White,White,White,not too often
100-499,somewhat important,1.0,not too much,not too much,hurts,same as mine,South,"<30,000",no,female,Black,Non-White,Black,Non-White,never
>= 1000,somewhat important,2.0,some,some,helps,mixed ethnicity,Midwest,">=100,000",yes,male,White,White,White,White,not too often
100-499,not too important,2.0,some,some,no difference,same as mine,Northeast,"30,000-49,999",no,male,White,White,White,White,not too often
500-999,somewhat important,3.0,a lot,some,helps,mixed ethnicity,Northeast,"<30,000",no,female,White,White,White,White,some of the time
>= 1000,very important,2.0,some,a lot,helps,mixed ethnicity,Midwest,"30,000-49,999",yes,female,White,White,White,White,not too often
500-999,somewhat important,3.0,a lot,a lot,helps,mixed ethnicity,Midwest,"75,000-99,999",yes,female,Asian,Non-White,Asian,Non-White,some of the time
>= 1000,somewhat important,3.0,a lot,some,no difference,mixed ethnicity,Midwest,">=100,000",yes,female,White,White,White,White,some of the time
100-499,very important,2.0,a lot,a lot,helps,different than mine,South,"<30,000",yes,female,Black,Non-White,Black,Non-White,not too often
>= 1000,very important,3.0,a lot,some,no difference,mixed ethnicity,South,"30,000-49,999",no,female,White,White,White,White,some of the time
>= 1000,somewhat important,2.0,some,some,helps,mixed ethnicity,West,"75,000-99,999",yes,male,White,White,White,White,not too often
>= 1000,very important,4.0,a lot,a lot,helps,mixed ethnicity,South,"50,000-74,999",no,male,White,White,White,White,all the time
50-99,very important,3.0,a lot,a lot,helps,same as mine,Northeast,">=100,000",no,male,White,White,White,White,some of the time
500-999,very important,3.0,some,some,helps,mixed ethnicity,West,"50,000-74,999",no,female,Asian,Non-White,Asian,Non-White,some of the time
>= 1000,very important,2.0,not too much,not too much,helps,different than mine,West,">=100,000",yes,female,Hispanic,Non-White,White,White,not too often
100-499,not too important,2.0,not too much,not too much,no difference,same as mine,South,"30,000-49,999",no,male,White,White,White,White,not too often
>= 1000,somewhat important,4.0,a lot,a lot,helps,mixed ethnicity,Midwest,"<30,000",no,male,White,White,White,White,all the time
500-999,very important,1.0,a lot,some,helps,mixed ethnicity,Midwest,">=100,000",yes,female,White,White,White,White,never
>= 1000,not important,1.0,some,some,no difference,same as mine,Midwest,"30,000-49,999",no,male,White,White,White,White,never
>= 1000,very important,1.0,a lot,some,helps,different than mine,South,"30,000-49,999",no,female,Black,Non-White,Black,Non-White,never
>= 1000,very important,2.0,a lot,a lot,helps,same as mine,Northeast,">=100,000",no,female,White,White,White,White,not too often
>= 1000,somewhat important,2.0,some,a lot,no difference,same as mine,Midwest,">=100,000",yes,female,White,White,White,White,not too often
>= 1000,not too important,3.0,a lot,a lot,helps,mixed ethnicity,West,"50,000-74,999",no,male,White,White,White,White,some of the time
>= 1000,very important,2.0,a lot,a lot,helps,mixed ethnicity,South,">=100,000",no,female,White,White,White,White,not too often
>= 1000,somewhat important,3.0,not too much,a lot,no difference,different than mine,South,">=100,000",yes,male,White,White,White,White,some of the time
>= 1000,somewhat important,3.0,some,a lot,no difference,mixed ethnicity,Midwest,">=100,000",yes,female,White,White,White,White,some of the time
>= 1000,somewhat important,2.0,a lot,some,hurts,mixed ethnicity,West,">=100,000",no,female,White,White,White,White,not too often
>= 1000,very important,2.0,a lot,not too much,no difference,mixed ethnicity,South,">=100,000",yes,female,White,White,White,White,not too often
>= 1000,not important,2.0,not too much,some,helps,mixed ethnicity,West,"30,000-49,999",no,female,White,White,White,White,not too often
>= 1000,not too important,3.0,some,not too much,no difference,same as mine,Midwest,"30,000-49,999",no,female,White,White,White,White,some of the time
>= 1000,somewhat important,2.0,some,a lot,no difference,mixed ethnicity,West,">=100,000",no,female,White,White,White,White,not too often
100-499,somewhat important,2.0,some,a lot,no difference,same as mine,Northeast,">=100,000",yes,female,White,White,White,White,not too often
>= 1000,very important,1.0,some,not too much,no difference,mixed ethnicity,South,">=100,000",yes,female,White,White,White,White,never
>= 1000,somewhat important,2.0,some,some,no difference,same as mine,Midwest,">=100,000",yes,male,White,White,White,White,not too often
10-24,somewhat important,1.0,not too much,some,helps,different than mine,Northeast,"50,000-74,999",no,female,Asian,Non-White,Asian,Non-White,never
>= 1000,somewhat important,4.0,a lot,a lot,no difference,mixed ethnicity,South,">=100,000",no,male,White,White,White,White,all the time
>= 1000,very important,2.0,a lot,some,helps,mixed ethnicity,South,">=100,000",yes,female,White,White,White,White,not too often
>= 1000,very important,3.0,not too much,some,helps,mixed ethnicity,Northeast,"50,000-74,999",yes,female,White,White,White,White,some of the time
100-499,somewhat important,2.0,a lot,a lot,helps,mixed ethnicity,West,">=100,000",yes,male,Hispanic,Non-White,Other,Non-White,not too often
>= 1000,not too important,2.0,some,some,no difference,mixed ethnicity,South,">=100,000",yes,male,White,White,White,White,not too often
>= 1000,very important,2.0,a lot,a lot,helps,same as mine,West,"75,000-99,999",yes,female,White,White,White,White,not too often
25-49,very important,1.0,a lot,some,helps,mixed ethnicity,West,"<30,000",no,male,Hispanic,Non-White,White,White,never
100-499,somewhat important,2.0,some,some,no difference,mixed ethnicity,South,">=100,000",yes,male,Asian,Non-White,Asian,Non-White,not too often
>= 1000,very important,2.0,some,some,no difference,same as mine,West,">=100,000",yes,female,Hispanic,Non-White,White,White,not too often
>= 1000,somewhat important,2.0,a lot,some,no difference,same as mine,Midwest,"30,000-49,999",yes,male,White,White,White,White,not too often
>= 1000,somewhat important,2.0,a lot,a lot,helps,mixed ethnicity,South,"75,000-99,999",yes,female,White,White,White,White,not too often
>= 1000,somewhat important,2.0,a lot,some,helps,mixed ethnicity,Northeast,"50,000-74,999",no,female,White,White,White,White,not too often
>= 1000,very important,3.0,a lot,a lot,helps,mixed ethnicity,Northeast,"50,000-74,999",no,male,White,White,White,White,some of the time
100-499,very important,4.0,a lot,a lot,no difference,mixed ethnicity,Northeast,"50,000-74,999",yes,female,White,White,White,White,all the time
>= 1000,not too important,3.0,a lot,some,no difference,same as mine,Northeast,"75,000-99,999",yes,female,White,White,White,White,some of the time
10-24,very important,3.0,a lot,a lot,helps,same as mine,South,"30,000-49,999",yes,male,White,White,White,White,some of the time
>= 1000,somewhat important,2.0,not too much,a lot,no difference,different than mine,South,"75,000-99,999",yes,female,White,White,White,White,not too often
10-24,very important,2.0,a lot,some,helps,same as mine,Midwest,"75,000-99,999",no,female,White,White,White,White,not too often
500-999,not too important,4.0,some,a lot,no difference,same as mine,Midwest,"75,000-99,999",yes,female,White,White,White,White,all the time
>= 1000,very important,2.0,some,some,helps,mixed ethnicity,Northeast,"75,000-99,999",yes,female,Hispanic,Non-White,White,White,not too often
100-499,somewhat important,2.0,a lot,a lot,helps,same as mine,West,"30,000-49,999",no,male,White,White,White,White,not too often
>= 1000,very important,2.0,some,a lot,no difference,same as mine,South,"75,000-99,999",yes,male,White,White,White,White,not too often
25-49,very important,2.0,some,some,helps,different than mine,Northeast,"50,000-74,999",no,female,Asian,Non-White,Asian,Non-White,not too often
>= 1000,somewhat important,3.0,some,some,no difference,same as mine,Midwest,"75,000-99,999",yes,female,White,White,White,White,some of the time
>= 1000,very important,3.0,a lot,some,helps,same as mine,Midwest,">=100,000",yes,male,White,White,White,White,some of the time
100-499,somewhat important,4.0,not too much,a lot,no difference,mixed ethnicity,West,"75,000-99,999",yes,female,White,White,White,White,all the time
>= 1000,somewhat important,1.0,not at all,not at all,helps,mixed ethnicity,Midwest,"<30,000",no,male,White,White,White,White,never
>= 1000,somewhat important,3.0,a lot,a lot,no difference,same as mine,Midwest,">=100,000",yes,male,White,White,White,White,some of the time
>= 1000,somewhat important,3.0,some,some,helps,mixed ethnicity,West,">=100,000",no,female,White,White,White,White,some of the time
25-49,somewhat important,1.0,some,some,helps,mixed ethnicity,South,"75,000-99,999",no,male,Hispanic,Non-White,White,White,never
>= 1000,somewhat important,3.0,not too much,some,no difference,mixed ethnicity,Midwest,">=100,000",yes,female,Asian,Non-White,Asian,Non-White,some of the time
100-499,somewhat important,4.0,some,some,helps,different than mine,Northeast,"50,000-74,999",no,male,Black,Non-White,Black,Non-White,all the time
100-499,somewhat important,4.0,not too much,not too much,no difference,same as mine,Northeast,"75,000-99,999",no,female,White,White,White,White,all the time
>= 1000,somewhat important,2.0,a lot,a lot,helps,different than mine,West,">=100,000",yes,male,Asian,Non-White,Asian,Non-White,not too often
500-999,very important,2.0,a lot,a lot,helps,same as mine,South,"30,000-49,999",no,female,White,White,White,White,not too often
100-499,somewhat important,3.0,some,some,no difference,mixed ethnicity,South,"75,000-99,999",yes,male,White,White,White,White,some of the time
100-499,not too important,2.0,a lot,a lot,helps,same as mine,West,">=100,000",yes,male,White,White,White,White,not too often
10-24,very important,1.0,a lot,some,no difference,different than mine,Midwest,"30,000-49,999",yes,male,Black,Non-White,Black,Non-White,never
25-49,somewhat important,2.0,some,some,helps,mixed ethnicity,South,"50,000-74,999",yes,female,White,White,White,White,not too often
500-999,very important,4.0,a lot,a lot,no difference,mixed ethnicity,South,"50,000-74,999",yes,male,Black,Non-White,Black,Non-White,all the time
>= 1000,somewhat important,2.0,some,some,helps,same as mine,South,">=100,000",yes,male,Black,Non-White,Black,Non-White,not too often
50-99,not too important,4.0,some,not too much,no difference,different than mine,South,"30,000-49,999",yes,female,White,White,White,White,all the time
>= 1000,very important,2.0,a lot,some,helps,different than mine,South,"50,000-74,999",yes,female,Black,Non-White,Black,Non-White,not too often
100-499,not too important,4.0,some,some,no difference,different than mine,Northeast,">=100,000",yes,female,White,White,White,White,all the time
